,titles,reviews
0,누군가 어디에서 나를 기다리면 좋겠다 (I Wish Someone Were Waiting for Me Somewhere),큐브 예술 프리미어 페스티벌 관계 미학 나르다 기다리다 좋다 사진 큐브 페이스북 안나 가발 프랑스 사진 네이버 안나 가다 발다 소설 원작 흥미롭다 다가 자다 알다 모르다 크다 상처 가능성 위험하다 대상 가족 자다 착각 실상 익숙하다 상일 죽음 순간 듯이 영위 예전 개인 충격 공포 스럽다 지고 살아가다 바라다 위안 대체 한편 가족 이기 이해 용하다 아이러니 굳이 가족 나르다 기다리다 좋다 소망 품다 만들다 씁쓸하다 씁쓸하다 물리 거리 가깝다 반하다 마음 거리 멀어지다 간극 비례 깊다 이루어지다 소망 이또 씁쓸하다 나르다 기다리다 좋다 아르노 비야 출연 루브 앨리스 태그 리오니 벤자민 라베 른헤 카밀 로우 버스 오로르 개봉 프랑스 평점 리뷰 나르다 기다리다 좋다 개요 드라마 가족 프랑스 개봉 아르노 비야 출연 루브 앨리스 태그 리오니 벤자민 라베 른헤 등급 국내 관람 안나 가발 다가 인생 사랑 인생 아름답다 순간 힘들다 지치다 무너지다 순간 느끼다 기다리다 아버지 죽음 엄마 동생 돌보다 성공하다 피에르 첫사랑 헬레나 소식 듣다 꿈꾸다 연극 무대 공연 젊다 시절 추억 버려진 과거 지나가다 버리다 마주 피에르 이처럼 인생 최고 무기 느끼다 임신 되어다 들뜨다 나날 보내다 작가 지망 쥘리에트 직장 동료 짝사랑 소심하다 고백 마티유 진정하다 아티스트 사진작가 마고 우애 깊다 남매 크리스마스이브 파티 어머니 브루 본가 모이 즐겁다 보내다 사소하다 다툼 시작 작다 균열 크다 변화 가져다주다 나르다 기다리다 좋다 메인 예고편 신종 코로나 바이러스 확산 방지 안내 질병 관리 본부 코로나바이러스 감염증 확산 방지 지침 권고 따르다 행사 진행 예정 적극 협조 부탁드리다 사회 거리 두기 일환 상영 띄다 앉다 실시 배부 받다 티켓 기입 좌석 착석 부탁드리다 입장 체열 검사 출입 명부 작성 진행 예정 인하다 입장 소요 극장 여유 도착 부탁드리다 행사 참석 마스크 착용 시기 바라다 더불다 본인 건강 관람 마스크 착용 부탁드리다 미착 입장 제한 알다 드리다 관람 음식물 섭취 자제 부탁드리다 티켓 수령 불가 규정 유증 상자 체온 발열 기침 아픔 호흡기 유사 증상 마스크 미착 용다 대리인 수령 불가 문화 충전 나르다 기다리다 좋다 초대 이벤트 시사회 일정 일화 오후 시사회 장소 롯데 시네마 건대 입구 제공 좌석 최대 가능 신청 초대 언론 배급 시사회 나르다 기다리다 좋다 롯데 시네마 건대 입구 나르다 기다리다 좋다 개요 드라마 가족 프랑스 개봉 아르노 비야 출연 루브 앨리스
