reviews,titles,years
"영화 [데스 숏컷] 메인 예고편 : 2021.01 : 공포 스릴러 판타지



평화로운 어느 오후, 5명의 학생을 태운 버스를 운전하던 ‘조셉’은 
도로 위 장애물로 움직일 수 없게 되자 막다른 길을 선택한다. 
낯선 갈림길에 방치된 사슴을 발견하고 버스에서 내린 ‘조셉’은 
갑작스레 자신을 덮쳐온 탈옥수에게 인질로 잡히고, 
불청객이 탑승한 버스는 계속 달린다. 

하지만 어두운 터널에서 멈춰버린 버스. 
예고 없이 고립된 이들의 눈 앞에 믿을 수 없는 괴생물체가 나타나는데... 

벗어날 수 없는 공포의 터널에 갇힌 자들, 더이상 출구는 없다!
2021.01 / SHORTCUT, 2020



영화 [데스 숏컷] '사건의 진상' 영상 :  2021.01.28 : 공포 스릴러 판타지 : 예고편



감독: 알레시오 리구오리
출연: 잭 케인, 안드레이 클로드, 테렌스 앤더슨

* 영화 데드숏컷 정보
https://movie.naver.com/movie/bi/mi/photoView.nhn?code=196736


* 영상이 유익하셨다면 '구독'과 '좋아요'를 눌러주세요~ 구독은 큰 힘이 됩니다. ^^




 


   ",데스 숏컷 (SHORTCUT),2021
"데스 숏컷 
SHORTCUT, 2020

장르 : 판타지, 공포, 스릴러
  줄거리
스쿨버스에 5명의 남여 아이들을 태우고 이동하던중, 도로한가운데를 가로막고 있는 장애물이 나타난다. 도저히 치울수 없는 크기에 하는 수 없이 자주 다니지 않던 갈림길로 들어서게 되는데...
  평점 ★☆☆☆☆
탈주범의 등장, 괴생물체의 등장까지만해도 뭔가 특별한것이 있겠지 하는 미련을 버리지 못했으나, 너무도 허무한 엔딩에 할말을 잃게 만드는 영화다.
  결말
  https://movie.naver.com/movie/bi/mi/basic.nhn?code=196736
데스 숏컷
평화로운 어느 오후, 5명의 학생을 태운 버스를 운전하던 ‘조셉’은 도로 위 장애물로 움직일 수 없게 ...
movie.naver.com",데스 숏컷 (SHORTCUT),2021
"▒ 데스 오브 미[Death of Me]_또다른 오리엔탈리즘? ▒

1996년 「인디펜던스 데이(Independence Day)」를 봤을 때 ‘황당함’은 아직도 뇌리에서 잊혀지지 않는다.
지구를 침공한 외계인에 맞서 싸운다는 것은, 그전에도 많이 봤고 TV시리즈 「V」도 인상적이었음에도, 이 영화 만큼 황당했던 적은 없었다.
그 이유는 한 가지.
외계인이라는 외세의 적을 맞서서 싸울 수 있는 유일한 국가는 미국이며, 그 선두에 미국 대통령이 있다는 것이다.
더욱이 공군 출신인 대통령이 직접 전투기를 몰고 외계인과 결전을 벌이는 것은 얼마나 황당한가.
응당 한 나라의 안전을 책임지는 자리에 있는 사람이라면, 우선 목숨을 보전하면서 외부의 침략에 대응하는 전략을 강구하는 게 정석이다.
그런데 그런 대통령이 전사(戰死)를 무릅쓰고, 직접 전투기를 몬다?
그때부터 ‘팍스 아메리카나(Pax Americana)’, ‘경찰국가’를 자부하는 미국이란 나라에 어느 정도의 거부감을 갖게 됐고, 이는 서양의 구태의연한 오리엔탈리즘(orientalism)에 대한 비토(veto)로까지 발전해버렸다.
그리고 이는 2007년 「300」 을 기점으로, 확신에 가까워졌다.
그들에게 그들 외에 문명이나 존엄성을 적용하는 것은 상당히 어렵다는 것을 말이다.

'대런 린 보우스만(Darren Lynn Bousman)' 감독의 「데스 오브 미(Death of Me)」에서도 ‘거북한’ 오리엔탈리즘이 느껴졌다.
비록 형태는 공포를 취했음에도, 서양인의 뇌리 속에 깊숙히 뿌리박은 동양 비하는 이 영화를 관통하고 있다.
자연재해를 막기 위해 인신공양을 하는 곳이 바로 아시아의 작은 섬이라는 설정 때문이다.
더욱이 이같은 미신의 피해자를 중국 배우로 연기함으로써, 그들은 또다른 오리엔탈리즘을 표현하고 있다.
하긴 중국도 ‘중화사상(中華思想, Sinocentrism)’을 통해 그들만의 오리엔탈리즘에 취해 있어, 도진개진이다.
그렇기에 「데스 오브 미」는 합리적인 이성이 지배하지 않는 혼돈의 근거지를 동양(태국)으로 설정함으로써, 공포영화 보다는 아시아의 정당한 평가와 정체성에 흠집을 내는 ‘좋지 않은’ 영화이다.

태국의 작은 섬 휴양지 꼬꿋으로 피서온 크리스틴(매기 큐扮)은 남편 닐(루크 헴스워스扮)과 전날 마신 술로, 예정돼 있던 섬을 나가는 배를 타지 못한다.
더욱이 심각한 것은 어제 밤 일을 전혀 기억 못한다는 것.
이에 그들은 전날 닐이 찍은 동영상을 보고, 경악을 금치 못한다.
전날 술집에서 주인이 약물을 섞은 술을 마셨고, 취한 상태에서 닐이 크리스틴을 성폭행한 뒤, 매장하는 장면이 동영상에 담겨 있던 것이다.
이때부터 크리스틴에게 불가사의한 일이 일어난다.
크리스틴은 자주 환각을 보게 되고, 남편 닐의 행방은 묘연해진다.
하나씩 사건의 실체에 접근하던 크리스틴은, 작은 섬 꼬꿋의 주민들이 200년 동안 ‘위사카 부차’라고 불리는 축제를 치르면서 임신한 여성을 인신공양하고, 이를 통해 한 번도 태풍의 피해를 입지 않았음을 밝혀낸다.
무엇보다 그해의 제물이 크리스틴이었음을 알게 된다.
크리스틴은 어렵사리 섬의 사원을 탈출하지만 끝내 목숨을 건지지 못하고, 꼬꿋 또한 200년만에 태풍으로 풍비박산(風飛雹散)이 나고야 만다.


「300」 으로 되돌아가보자.
레오니다스(Leonidas) 왕이 지휘하는 스파르타(Sparta) 군(軍)은 하나 같이 근육질의 몸매에 잘 생겼다.
반면 그리스(Greece)를 침공한 크세르크스(Xerxes) 왕 등 페르시아(Persia) 병사는 기괴하다. 어떤 병사들은 저게 사람이야 할 정도로 흉측하다.
압권은 크세르크스 왕이다.
‘나는 관대하다’고 외치면서도, 그의 모습은 광활한 영토를 다스리고 당시 세계 최고의 문명수준을 보였던 그리스의 침공을 단행한 왕의 모습은 아니다.
더욱이 후속편인 「300:제국의 부활(300:Rise of an Empire)」을 보면, 크세르크스 왕은 더 추악하게 그려진다. 비록 그가 전임 왕인 다리우스(Darius) 1세보다 치세(治世)에 서툴렀다 해도, 그래도 잘 생긴 한 나라의 왕세자였다.
그런데 아버지의 죽음과 과도한 정복욕으로 인해 크세르크스는 폭군으로 변했다는 점을 강조한다.
 「300」 은 그래서 오락성에서는 뛰어났다고 할지라도, 서양 중심의 세계관이 얼마나 폭넓은지, 그리고 우리 또한 그에 젖어있다는 것을 은연 중에 느끼게 하는 영화였다.

「데스 오브 미」는 또다른 형태의 서양 중심의 가치관, 오리엔탈리즘을 통해 동양을 바라본다. 그것도 ‘공포’를 이용해서 말이다.
공포를 만들어내는데 있어 가장 손쉬운 형태가 미지의 세계를 가정하는 것이다.
과학과 이성이 설 땅을 잃은 곳에서, 미신과 어울린 공포는 굳이 많은 수고를 들이지 않아도 되기 때문이다.
문제는, 그런 미지의 세계를 만들어내는 것도 고된 일이기에, 쉽지 않다.
그러면 무엇이 남는가!
아직도 서양인들의 뇌리 속에 각인돼 있는 동양, 좁게 말하면 아시아를 상정하면 된다.
영화 속의 무대인 태국을 비롯해 필리핀, 말레이시아, 인도네시아 등 동남아시아는 수많은 섬이 있다. 이중 상당수는 인적이 전혀 없는 무인도다.
설사 문명이 발을 디뎠다 하더라도, 아직도 토테미즘, 토속신앙과 미신이 잔존하는 곳이 있을 것이다.
이런 곳을 활용해 미지의 땅을 설정해 공포를 만들어내는 것이, 서양 영화인들의 간편한 아이디어다.
그러니 인간 제물을 통해 태풍 등 자연재해를 막겠다는 것도 하등 이상할 게 없다.
하지만 정작 아시아에 그런 일들이 가능한 곳이 과연 있겠는가.
전형적인 아시아 등 비(非) 서구문명에 대한 일반화다.
그렇기에 아무리 영화가 픽션이 생명이라 해도, 아직도 오리엔탈리즘에 젖은 이같은 영화는 공포보다는 불편함과 거북함이 앞선다.
또한 앞서 말했듯이, 그 희생자가 중국배우라는 점도 그 정도를 깊게 한다.
마치 「게이샤의 추억(Memoirs of a Geisha)」이 오리엔탈리즘의 최고봉이었음에도, 주연은 '공리(Gong Li)', '장쯔이(Zhang Ziyi)' 등이 맡았던 것과 비슷하다.
더욱이 이 중국 배우들은 철저한 ‘탈(脫) 아시아’를 부르짖는다.
「데스 오브 미」 에서 크리스틴으로 연기한 '매기 큐(Maggie Q)'는 자신에게 동질감을 나타내는 현지 주민들을 향해 “난 미국인이야”라고 주장한다.
인종 세탁을 해서라고, 서양인의 오리엔탈리즘에 동참하고 싶었나 보다.

오리엔탈리즘은 서양 제국주의의 다른 얼굴이다. 인종주의에 입각한 폭력의 산물이기도 하다.
이제 오리엔탈리즘은 영화라는 수단을 통해 아시아 등 비(非)서양국가에 대한 공포와 비상식의 대상지로 각인시키고 있다.
오리엔탈리즘이 철지난 이데올로기라는 비난도 할 수 있다.
하지만 「데스 오브 미」 처럼, 공포영화라는 딱지도 아까운 영화를 볼 때마다, 아직도 ‘오리렌탈리즘은 현재진행형’이라는 느낌을 지울 수 없다. 


데스 오브 미
감독
대런 린 보우즈만
출연
매기 큐, 루크 헴스워스
개봉
2021.02.08. 미국
리뷰보기",데스 오브 미 (DEATH OF ME),2021
"2월 8일 개봉했었던 영화 '데스 오브 미'입니다..
'매기 큐'가 나온다고 해서 궁금했던 영화였는데..
개봉은 했는데 '개봉관'이 없는 ㅠㅠ

그래서 못보고 있다가..
오늘 '올레티비'에 올라온것을 보고 바로 보게 되었습니다.


신혼여행을 온 '크리스틴'과 '닐'부부
돌아가는날...아침에 일어나보니...'방'이 난장판이 되어 있는데요
자신들의 모습도..

도대체 어젯밤에 무슨일이 있었기에??
그러나 이들은 늦었고 급하게 짐을 싸고 나옵니다.


그런데.....'여권'과 '지갑'이 없어져서 떠나지 못하는데요..


다시 돌아온 이들은 '전날밤' 무슨일이 있었는지 비디오로 확인하는데요


그런데 거기에는 '크리스틴'의 목을 졸라 죽이는 '닐'의 모습이 담겨져 있었습니다.


도대체 이들에게 무슨일이 생긴건지..
곧 '닐'마져 죽음을 맞이하고..


홀로 남은 '크리스틴'은 자신이 '임신'했음을 ..
그리고 '마을사람'들이 자신을 노리고 있음을 알게 되는데요


도대체 이 '섬'에는 무슨 비밀이 있었는지??






'데스 오브 미'는 보고 싶었던 영화였습니다..
'쏘우'로 유명한 '데린 린 보우즈만'감독에
아름다운 '매기 큐'에다가, '햄식이'삼형제의 장남인 '루크 헴스워스'까지

그래서 봐야지 싶었던 영화였는데..
'개봉'은 했는데 '개봉관'이 없더라구요....
그런데 오늘 보고나니 왜 ...그런지 이해도 되는..

요즘 '매기 큐'가 지난번 '무서운 꿈'도 그렇고
이런 B급 영화에 많이 나오는것 같은데요..
좋아하는 배우인데, '행보'가 왠지 안타깝기도 합니다..

'네팔'의 어느 섬에 '신혼여행'온 '크리스틴'과 '닐'부부
그들에게 생기는 일들을 보여주는데 말입니다..

'낯선곳'으로 '여행'은 좋지만 한편 '위험'하기도 하지요...
그러고보니 '미드소마'가 연상되기도 합니다..
스토리도 비슷하고...

그런데 영화 자체는 '공포영화'라고 보기엔 좀 지루합니다..
거기다가 결말도 그닥 마음에 안들고....
제가 딱 싫어하는 스타일의 결말이라...

그래도 장점이라면 '네팔'의 아름다운 영상미와
'매기 큐'의 매력적인 모습은 여전했던....
추천해주기는 어렵겠습니다....다들 평들이 안 좋은..
저도 그렇게 잼나게 보진 못했구요....그냥 '매기 큐'만 본...ㅋㅋㅋㅋㅋ

데스 오브 미
감독
대런 린 보우즈만
출연
매기 큐, 루크 헴스워스
개봉
2021.02.08. 미국
평점
리뷰보기",데스 오브 미 (DEATH OF ME),2021
"데스 오브 미
감독
대런 린 보우즈만
출연
매기 큐, 루크 헴스워스
개봉
2021.02.08. 미국
평점
리뷰보기





  원제 - Death of Me, 2020
  감독 - 대런 린 보우스만
  출연 - 매기 큐, 루크 헴스워스
              ‘크리스틴’과 ‘닐’은 태국에서 즐거운 시간을 보냈다. 돌아오기 전날, 술에 취해 기억을 잃은 밤만 빼고 말이다. 태풍이 몰려오기 전에 섬을 떠나려 했지만, 어쩐 일인지 크리스틴의 여권이 보이지 않는다. 어쩔 수 없이 둘은 다시 숙소로 돌아오고, 전날 무슨 일이 있었는지 알기 위해 녹화된 영상을 돌려본다. 그런데 그 영상에는 닐이 크리스틴을 목을 졸라 죽인 후 땅에 묻는 과정이 찍혀 있었는데…….
    감독의 이름이 무척이나 익숙하다. 왜일까? 검색해보니 ‘쏘우 2 Saw II, 2005’를 비롯해 시리즈 중에 몇 편을 감독했고, 가장 최근에 본 작품으로는 ‘다크 하우스 Abattoir, 2016’가 있다. 아아, 그렇구나. 영화를 보기 전에 기대치를 반 정도 깎았다.
    영화는 그날 밤 무슨 일이 있었는지 그 여정을 되짚어가는 크리스틴의 고군분투기를 그리고 있다. 왜 기억을 못 하는지, 그렇다면 혹시 누가 술에 약을 탄 것인지, 만약 그렇다면 왜 그랬는지, 그리고 닐이 왜 자신에게 그런 짓을 했는지 알아야 했다. 하지만 그게 그리 쉬운 일은 아니었다.
    생각하면 끔찍하다. 내가 애인님이랑 여행을 갔는데, 전날 무슨 일이 있었는지 기억을 못 한다. 몸은 흙과 잔디가 잔뜩 묻어있고, 목에는 졸린 흔적까지! 그런데 녹화 영상을 보니까 애인님이 내 목을 조르고 날 땅에 파묻고 있었다. 그러면 당연히 애인님을 의심하고, 술집을 의심하고, 거기 있던 사람을 의심하고, 빨리 집에 가고 싶은데 여권은 보이지 않고, 가는 족족 이상한 사람들이 보이고, 믿을 사람 아무도 없는데 말도 잘 안 통하고……. 크리스틴에 잠시 빙의해보니 진짜 울고 싶은 상황이었다. 외국에서 사건·사고가 생기면 대사관에 가라고 하지만, 요 몇 년 뉴스를 보면 과연 믿을 만한 곳인가 의심스럽기도 하고……. 제일 중요한 건, 그 섬에 대사관이 있는지가 문제이고…….
    여기까지 읽으면 꽤 흥미진진하고 재미있을 것 같다. 하지만 영화는 그냥 그랬다. 좀 지루했다고 해야 할까? 몰입할 정도로 긴장감이 넘치지도 않았고, 심리물이라고 할 정도로 감정 표현이 풍부하지도 않았다. 그냥 무난하고 평범하게 만든 느낌? 이 장르가 호러가 맞는지 의문이 들 정도로 정적이었다. 위에서 기대치를 반 정도 깎길 잘했다는, 그런 생각이 드는 영화였다. 뭐랄까, 서양인이 일반적으로 생각하는 동양 호러 정서를 따와서 만든, 동양 배경의 서양 호러 영화라고나 할까? 사실 이 영화에서 다룬 설정이 동양만의 특징이 아닌데, 여기서는 그런 뉘앙스를 풍긴다. 그리고 아무것도 모르는 죄 없는 백인 커플이 그들의 마수에 걸려 고생하는 분위기로 흘러간다.
    이 감독의 이름을 기억해야겠다. 가능하면 안 보는 쪽으로, 시간이 남아돌 때 일 순위가 아닌 맨 끝으로 볼 감독으로 말이다.
    역시, 이불 밖은 위험하다. 그리고 요즘 같은 시국에 여행은 자제해야지.",데스 오브 미 (DEATH OF ME),2021
"데스 오브 미
감독
대런 린 보우즈만
출연
매기 큐, 루크 헴스워스
개봉
2021.02.08. 미국
평점
리뷰보기




 쏘우의 레런린보우즈만.... 

영화가 전체적으로 어중간함...쓰다가만느낌...

동영상이 첨부되었습니다. 원본보기


평점 10점만점에 0.4점....",데스 오브 미 (DEATH OF ME),2021
"영화 [데스 오브 미 DEATH OF ME] 예고편 : 매기 큐, 루크 헴스워스 :  2021.02.08 : 공포, 호러 : 데스오브미



태국 섬 여행의 마지막 날,
술에 취해 필름이 끊긴 ‘크리스틴’(매기 큐), ‘닐’(루크 헴스워스)은
지난 밤의 기억이 담겨있는 카메라 영상을 보게 되는데,
거기엔 ‘닐’이 ‘크리스틴’을 죽이는 장면이 담겨있다.
 그 누구도 믿을 수 없는 의혹과 휘몰아쳐 오는 공포 속에서
어제 밤의 자취를 통해 진실을 찾던 두 사람은
200년간 ‘위사카 부차’ 축제로 이어져 온 섬에 숨겨져 있던 끔찍한 비밀을 알게 되는데…
 사라진 기억의 밤, 그 후 벗어날 수 없는 지옥에 빠진 그 날, <데스 오브 미>
2021.02.08 / DEATH OF ME, 2020

감독: 대런 린 보우즈만
출연: 매기 큐, 루크 헴스워스, 알렉스 에소, 켈리 B. 존스

* 영화 데스 오브 미 정보
https://movie.naver.com/movie/bi/mi/basic.nhn?code=195685
https://www.imdb.com/title/tt1830643/


* 영상이 유익하셨다면 '구독'과 '좋아요'를 눌러주세요~ 구독은 큰 힘이 됩니다. ^^




 ",데스 오브 미 (DEATH OF ME),2021
"영화 [데이팅 앰버] 예고편(한글) : 피온 오쉐어, 샤론 호갠 : 2021.06.23 : 로맨스 코미디



에디와 앰버가 사귀는 척을 시작한다. 
모두가 둘의 성 지향성을 의심하고있는 지옥같은 고등학교 생활을 쉽게 보내기 위함이다.
2021.06.23 / Dating Amber, 2020

감독: 데이빗 프레인
출연: 피온 오쉐어(에디), 샤론 호갠(해나), 배리 워드(이안)

* 영화 데이트 앰버 정보
https://movie.naver.com/movie/bi/mi/basic.nhn?code=200353


* 영상이 유익하셨다면 '구독'과 '좋아요'를 눌러주세요~ 구독은 큰 힘이 됩니다. ^^



 ",데이팅 앰버 (Dating Amber),2021
"영화 [데이팅 앰버] 예고편(한글) : 피온 오쉐어, 샤론 호갠 : 2021.06.23 : 로맨스 코미디


에디와 앰버가 사귀는 척을 시작한다. 
모두가 둘의 성 지향성을 의심하고있는 지옥같은 고등학교 생활을 쉽게 보내기 위함이다.
2021.06.23 / Dating Amber, 2020

감독: 데이빗 프레인
출연: 피온 오쉐어(에디), 샤론 호갠(해나), 배리 워드(이안)

* 영화 데이트 앰버 정보
https://movie.naver.com/movie/bi/mi/basic.nhn?code=200353


* 영상이 유익하셨다면 '구독'과 '좋아요'를 눌러주세요~ 구독은 큰 힘이 됩니다. ^^









 ",데이팅 앰버 (Dating Amber),2021
" 

 “할머니를 만나고 싶어!”
 어느 날 진구는 돌아가신 할머니와의 추억이 담긴 낡은 곰 인형을 발견하고
 할머니가 보고 싶은 마음에 도라에몽의 4차원 비밀도구 타임머신을 타고 과거로 향한다.
 느닷없이 찾아온 소년을 금세 진구라고 믿어주시는 할머니는 한 가지 소원을 말씀하시는데…
  “진구의 아내를 만나보고 싶구나”
 결혼식을 보여 드리기 위해 미래로 간 도라에몽과 진구!
 하지만 이슬이와의 결혼식 당일 신랑 진구는 도망가 버리고
 퉁퉁이와 비실이가 진구를 찾는 동안 이슬이는 진구를 믿고 기다리는데…
 할머니의 소원을 위해, 그리고 가족과 친구들, 좋아하는 이슬이와의 약속을 위해
 도라에몽과 진구의 과거와 현재, 미래를 넘나드는 스펙터클한 대모험이 시작된다!

-네이버 영화-





""할머니 제가 누군가를 행복하게 할 수 있을까요? ""



벌써 6년이나 시간이 지났네요. 어릴때 아들램과 함께 바틀비씨는 도라에몽 스탠바이미를 보았는데요.
진구가 점점 자라 어른이 되자 도라에몽과 작별하는 시간이 오는 스토리라 영화내내 눈물 방울방울
흘리면서 보았던 기억이 있어요. ㅋㅋ

물론 아들램은 초등학교도 입학하기 전이라 옆에서 너무 어리둥절하면서 도라에몽이 그렇게 슬퍼? 라고
물었던 기억이 있네요.

같은 풍경을 보아도 어릴적 보았던 풍경과 나이가 들어서 만나는 풍경은 사뭇 느낌이 다르죠.





어릴때는 아름답게 핀 꽃을 보면 순간의 아름다움에 몰두하게 되지만
이제는 아름답게 핀 꽃을 보면 나도 모르게 꽃이 진 풍경을 생각하게 되네요. 

늙어가는 징조인가요? ㅋㅋ

나이들수록 지나온 시간이 그리워지는 건 아마도 그때는 몰랐지만
지금 다시 바라보면 돌아갈 수 없기에 더욱 그리움이 더해지는 것 같아요. 


6년만에 다시 2편으로 만난 도라에몽 스탠바이미2

할머니와의 추억이 담긴 인형을 발견하게되면서 과거로 돌아가 할머니를
만나게 되는 진구의 이야기가 나오는데요.

할머니가 천천히 게다..일본 나막신을 끌고 가는 장면을 눈물 흘리며
바라보는 진구...

어린시절 강아지라고 불리우며 우리 손자가 세상에서 제일이라고 이야기하던
할머니...그 모습을 바라보니 갑자기 시야가 뿌옇게 흐려지네요.

엄마가 한창 아프셔서 병원에 계실때 아들램이 7살이었는데요.
바틀비씨가 일곱남매의 막내다보니 손자 손녀중 가장 어린 아이였죠.

그래서 그러셨는지 엄마는 늘 막내딸이 낳은 손자를 안타까워 하고
귀여워하셨죠.



투병으로 사경을 헤매는 와중에 눈도 뜨지 못하시지만
엄마...00이가 왔어요. 엄마 00이한테 눈찡긋해서 아는 척 해주세요. 하고
병간호 하던 큰언니가 말하면 엄마는 늘 눈을 찡긋해서 아들램을 아는 척
해주셨어요.

늘 예뻐해주시고 챙겨주시고 어릴적 학원에 토요일마다 강의가 있어 나가면
아들램도 봐주시던 엄마의 모습이 떠올라서 진구와 할머니 모습이 나오는데
어찌나 눈물이 나던지요...


우리손자가 가방을 메고 학교들어가는 모습을 보고 싶다던.... 우리 엄마처럼
진구의 할머니도 진구가 가방을 메고 학교에 가는 모습을 보고 싶다고 얘기했지만
보지 못하고 돌아가셨네요.

과거로 돌아간 진구는 할머니에게 가방을 멘 모습을 보여드리는데요.

할머니는 진구의 가방멘 모습을 보면서 눈물을 훔치시며
이제 우리 손자가 참한 아가씨와 만나 결혼하는 모습도 보고 싶다고 합니다.
  그런 할머니를 위해서 결혼하는 모습을 보여드리겠다고 덜컥 약속하는 진구...

진구는 참한 아가씨와 결혼하는 모습을 보여주겠노라며 할머니와 약속을 하고
미래로 오지만 어른이된 진구는 결혼식에 모습을 나타내지 않고 사라집니다.





진구는 어른진구가 나타나지 않은 결혼식을 어쩔 수 없이 도라에몽의 도구로
모습을 바꿔 어른진구로 변해서 수습하려고 하지만 역부족이었구요.

결국 어른진구와 만나는 데요.
어른이된 진구는 이슬이와 결혼을 할 수 없다고 이야기합니다.

자기가 과연 부족한게 너무 많은데 이슬이를 행복하게 해줄 수 있을지....
이슬이는 너무 착해서 자기가 부족한게 많아서 나를 도와주고 싶어서
그럴지 모르겠다며 이슬이를 위해서 떠나야겠다는 말을 하죠.




그러면서 어른진구는 다시 어린시절로 돌아가고 싶다고 하는데요.
어린시절로 돌아간 진구는 자기 이름이 왜 진구인지 모르겠다며
자신이 태어난 병원을 찾아갑니다.

진구의 엄마는 막 출산을 마친 상태이고 진구와 어른이된 진구
두사람은 자신의 아기였을때의 모습을 보게 되네요.

진구의 엄마와 아빠는 갓 태어난 아이를 보면서 아이가
훌륭한 사람이 되었으면 좋겠다는 소망을 말합니다.

두명의 진구는 부모님의 기대가 너무 큰것 아니냐며 이야기하지만
자신의 부모님들에게 누구보다 소중한 아들이자 우주인 자신의
존재를 깨닫게되고 벅찬 느낌을 받습니다.




잘못된 기억전환장치로 인해서 기억이 다 사라져버릴 위기에 쳐하기도 하지만
도라에몽과 퉁퉁이 비실이 이슬이로 인해서 이들은 이 위기를 견뎌내면서
 소중한 것을 배우는데요.



현재 보잘것 없는 나의 존재와 평범하기만 했던 나의 존재가
사실은 나의 할머니에게는 세상에 둘도 없이 소중한 손자였고...

부모님에게는 억만금을 줘도 바꿀 수 없는 소중한 아이였다는 것을
깨닫게 되죠.

그리고 그분들의 사랑을 듬뿍 받고 자라왔기에 지금은 남의 아픔에
공감할 수 있는 겉으로는 약해보이지만 속으로는 남들보다 진짜로
강한 무언가를 갖고 있는 사람으로 성장했던 것을 깨닫게 됩니다.

이슬이가 연민으로 자신을 택했다고 생각했던 진구는 과거의 시간으로
돌아가 이슬이를 구하기 위해 필사적으로 애를썼던 추억을 돌아보면서
이슬이가 자신을 정말로 좋아하고 있다는 사실도 깨닫게 됩니다.



어른 진구는 추억 속에서 이슬이와 나눴던 마음을 다시 생각하면서
이제는 이슬이를 진심으로 받아들이고 부모님처럼 미래에 행복한 가정을
이끌어나가겠노라고 다짐하게 됩니다. 

3D로 만들어진 영화라 단순한 만화영화라기보다는 지나온 시간들을
반추하며 소중했던 어린시절의 기억을 풀어놓는 영화라 보는 내내
가슴이 따뜻해졌어요.              



후지코 F 후지오가 1969년에 연재를 시작한 도라에몽은 
2014년 반다이 사의 40주년과 이미 고인이 된 작가(62세로 사망한)
탄생 80주년에 맞춰서 제작된 3D영화였는데요.

6년만에 다시 2편으로 돌아와 따뜻했던 추억들을 풀어놓는 느낌으로
보는 내내 눈물지으면서도 흐뭇하게 볼 수 있었던 영화였네요.


누구나  소중했던 유년의 기억들...
그 안에서 아기로 모든 가족들에게 사랑받던 추억들...

결혼과 아기의 탄생...그리고 아기가 자라서 청소년에서 어른으로...
어른에서 다시 늙어가기까지의 시간들....



지나온 추억을 일깨워주면서 추억을 떠나보내고 성장해가는 진구의 모습을 보면서
아련한 과거의 향수들을 느낄 수 있었던 영화였어요.

도라에몽과 함께 어린시절을 보내고 자란 아이들이 이제는 40~50대의 중년이 되었고... 

시간은 빠르게 흘러가지만 나의 어린날의 친구 도라에몽 앞에선 진구처럼
언제나 어린아이가 되어 응석을 부리고  떼쓰고 싶어지네요. ^^;;



 
 






 ",도라에몽: 스탠바이미 2 (Stand by Me Doraemon 2),2021
"오늘 본 영화 도라에몽: 스탠바이미2 줄거리 & 감상평 * [롯데시네마 김포공항] [더빙]
시놉시스 : “할머니를 만나고 싶어!” 어느 날 진구는 돌아가신 할머니와의 추억이 담긴 낡은 곰 인형을 발견하고 할머니가 보고 싶은 마음에 도라에몽의 4차원 비밀도구 타임머신을 타고 과거로 향한다. 느닷없이 찾아온 소년을 금세 진구라고 믿어주시는 할머니는 한 가지 소원을 말씀하시는데… “진구의 아내를 만나보고 싶구나” 결혼식을 보여 드리기 위해 미래로 간 도라에몽과 진구! 하지만 이슬이와의 결혼식 당일 신랑 진구는 도망가 버리고 퉁퉁이와 비실이가 진구를 찾는 동안 이슬이는 진구를 믿고 기다리는데… 할머니의 소원을 위해, 그리고 가족과 친구들, 좋아하는 이슬이와의 약속을 위해 도라에몽과 진구의 과거와 현재, 미래를 넘나드는 스펙터클한 대모험이 시작된다!

감상평 : 영화 도라에몽: 스탠바이미 2. 야기 유이치 감독님. 롯데시네마 김포공항점. 미래와 과거를 왔다갔다 가능한 에몽이와 진구가 부럽다. 어린시절 할머니와 진구와의 추억 관계로 마음이 아프고 찡하면서도 삶이 뭐라고 우린 어른이 되어도 무서운게 많은가. 과감하게 결정하지 못했을까. 우린 누군가의 엄마이고 아빠였으며 미래엔 할머니와 할아버지가 되겠지. 그들의 추억에서 숨이란게 트이고 조금 더 성숙해지고 앞으로 나아갈 수 있다. 진구라는 이름이 싫었던 진구는 부모님과 유대감이 있었던 과거를 만난다. 나 또한 내 이름이 싫었던 어린시절이 있었다. 조금 못된 애들이 내 이름으로 드라마에 나왔고 약간 인형 이름 같았다. 진구의 어린시절 그리고 어른이 시절까지. 시리즈를 못보신 관객이라고 아이들을 지금의 모습을 어른에겐 추억이 가득한 영화라 볼만 했다. 롯시의 MD 스티커와 뱃지 받았다. 상영중이라 스포 조심스러우니 이만 쓴다. 에몽아 너에게 배운다. 누나는... 아직 겁쟁이거든. 조금 성숙한 어른이 될 수 있도록 선물 해주고 고마워. 우리 행복하장~^^♡ 

도라에몽: 스탠바이미 2
감독
야기 류이치, 야마자키 다카시
출연
윤아영, 김정아, 김혜성
개봉
2021.05.19. 일본
평점
리뷰보기
 ",도라에몽: 스탠바이미 2 (Stand by Me Doraemon 2),2021
