reviews,titles,years
"데이빗 크로넨버그의 아들 브랜던 크로넨버그의 작품이다. 직접 각본을 쓰고 연출했다. 그 아버지의 그 아들답게 독특한 SF 스릴러 이야기를 만들어냈다. 타인의 몸을 훔쳐 암살하는 킬러 요원이야기다. '인셉션'과 '언더 더 스킨'을 합친 듯한 이야기다. 아버지의 인맥 덕분인지 베테랑 배우 제니퍼 제이슨 리가 주연을 맡고, 숀 빈도 까메오 출연했다. 하지만 저예산이라서 그런지 조금 더 작은 스케일로 이미지쪽에 집착한듯 하다. 사실 새로운 듯 새로운 이야기가 아닌 탓도 있다.

일단 이미지에 힘을 준 것은 눈에 피로감을 줄 정도다. 다른 사람의 몸으로 의식이 옮겨지는 과정이나 스스로 컨트롤하지 못해 해리 현상이 일어나는 과정들을 이미지로 담아냈는데 그 상상력이 흥미롭다. 물론 기존 비슷한 이야기나 장르에서 표현하는 연출 방식을 어느 정도 따랐기에 그럼에도 기시감이 드는 이미지이긴 하다. 하지만 그 분위기를 만들어내는 연출력이 쉽지 않은 것처럼 심리적인 표현력이 돋보였다.

하지만 역시나 스토리 부분에서 아쉬운 점들이 보인다. 아버지처럼 사회 현상이나 철학으로 깊이 파고들어가지 않았다. 오히려 앞서처럼 장르적인 면모에 기대 훨씬 단순하게 킬러의 심리상태 위주로만 접근했다. 저예산의 한계를 시야를 좁히는 것으로 택한 셈이다. 그래서 구구절절한 스토리도 최대한 생략하고, 여러 과정들도 그냥 지나친 편이다. 심지어 설정에 대한 여러 단서와 세팅이 복선처럼 등장하지만 개인에게만 집중한다.

대신 이미지 스타일은 더 극단을 추구한 듯 하다. 슬레셔 무비에 가까운 스타일을 도입하고, 느와르 스타일 같은 분위기를 추구했다. 어떻게 보면 별다른 이야기가 진행되지 않음에도 묘한 긴장감과 스릴러의 분위기가 풍긴다. 이미지 덕분이기도 하고, 사운드 효과를 비롯한 미장센들의 뒷받침 탓이기도 하다. 끊임없이 생기는 혼란을 이용하는 측면도 이를 도왔다. 

고로 '포제서'는 익숙하지만 매력적인 소재와 설정을 들고 나와 이미지 미장센을 중심으로 심리적인 부분만을 극대화 시킨 영화라고 생각된다. 아버지라면 충분히 건드렸을 여러 사회적인 문제나 개인 윤리, 존재감에 대한 철학 같은 여러 요소들이 영화속에 조금씩은 등장함에도 지나쳐 버렸다. 저예산에 맞춘 적절한 선택과 집중일수도 있지만 너무 한계를 의식하고 특정 스타일에만 집중한 결과에 가깝기도 하다. 화려한 잔치에서 기본 밥과 반찬만 챙긴 격이다. 


**'매트릭스'의 오마쥬 같은 부분이 나온다.
***'공각기동대'도 생각나게 한다.
****에리히 프롬의 문제에 접근했다가 지나쳐 버렸다.
*****권총이 자신을 향하지 못한 것은 존재의 문제일까, 소유의 문제일까.
******신체 강탈자 스타일의 이야기는 완전히 새롭다고 할 수 없다.
*******저 정도로 기술이 발달한 정도라면 굳이 드릴이 없어도 설치가 돼야...
********와이파이를 이용할 수 있는 방법은 없을까.
*********'인셉션'이 거대한 스케일로 밀어부치며 존재를 찾아들어갔던걸 생각하면...
**********역시 자아의 저항은 거세다.
***********왜 해리가 자꾸 일어나고 그걸 숨기는 지에 대한 이야기가 필요해 보인다.
************영혼 바꾸기 스타일의 클리셰도 보이는데 이미 베테랑 요원이라면 굳이 또 신체를 확인하는 장면이 필요했나 싶다.
*************임플란트가 다른 의미로 너무 익숙한 단어라 확 들린다.
**************감독의 전작들에서부터 계속해서 관심갔던 이야기의 확장처럼 보인다.
***************그렇다면 이번에 더더욱 장르적으로 후퇴한 것 같다. 
****************소유와 집착에 대한 부분에 관심이 있는 것 같다.
*****************코로나 이후에는 분명 코로나에 영향받아 다른식으로 발전시킬 여지가 있어 보인다.
******************다른 신체라면 실제로는 부적응의 기간이 있을 것 같다. 신장 길이도 다르고 식습관도 다르다보니 행동고 생각부터 다를 것이다.
*******************물론 이 지점을 빠르게 대충 뭉뚱그렸다.
********************간단히 생체 마스크로 이걸 해낸 '미션 임파서블'.
*********************감정이 흔들려서 흔들리는 것처럼 보이기도 한다. 특히 불안한 가정의 상황이.
**********************젊은 사람과 나이 든 사람에 따른 운동능력과 적응력 차이도 있지 않을까.
***********************네오가 필요해 보인다.
************************먼 조직과 일거리가 아니라 더 가까운 사람이었다면.
*************************건드릴만한 아이러니와 입체적인 상황들이 많았는데...
**************************한국 요원이라면 '뷰티 인사이드'의 요원이 괜찮아 보인다.
***************************일반인이 아니라 대통령이나 감옥의 죄수, 유명 연예인 등 여러 버전도 가능했지만.
****************************존 말코비치가 조직의 수장이었어야 했다.
*****************************정치적인 이야기와 음모론으로도 끌고 갈 수 있었지만.
******************************너무 빨리 개인적인 이야기로 침잠한다.
*******************************이래서 술이 위험하다. 
********************************얼마든지 역이용 할 수 있는 법칙도 있었는데.
*********************************중국이나 러시아가 가장 탐낼만한 기술이다.
**********************************언제 올 지 모르는 미래다. 평소에 자아를 단련시켜놔야 한다.
***********************************전기 충격기가 있었다면.
************************************돌아가는 암호 같은 게 필요했다. 대놓고 얘기하다니.
*************************************아슬아슬한 범죄 스릴러나 첩보 스릴러도 될 수 있었지만...


 ",포제서 (Possessor),2021
"영화 [포제서] 메인 예고편 : 제니퍼 제이슨 리, 숀 빈 : 2021.02.03 : SF 공포 스릴러 : 선댄스



타인의 몸을 훔쳐 암살의 도구로 사용하는 조직 ‘포제서’.
고위층 암살에 이용되며 증거인멸, 탈출구도 필요 없다.
 이들은 타겟의 가족이나 지인들을 납치 후
요원의 의식을 심고 암살에 침투시킨다.
 도용된 몸의 제한 시간은 3일.
시간을 넘기면 인격에 동화되어 빠져나올 수 없게 되는데..
 제한된 시간, 새로운 작전
당신의 몸을 도용하는 암살자들이 온다!

2021.02 (한국) / 2020.10.09 (미국, 캐나다) /  Possessor

감독: 브랜든 크로넨버그 
출연: 안드레아 라이즈 버러, 크리스토퍼 애보트, 로시 프 서덜랜드, 터 펜스 미들턴, 숀 빈,
제니퍼 제이슨 리

* 영화 조종자 Possessor 정보 
https://movie.naver.com/movie/bi/mi/basic.nhn?code=191843
https://en.wikipedia.org/wiki/Possessor_(film)


* 영상이 유익하셨다면 '구독'과 '좋아요'를 눌러주세요~ 구독은 큰 힘이 됩니다. ^^



  



  




 ",포제서 (Possessor),2021
"★★★☆

포스터를 보고 안 볼 수 없는 !
강렬, 특이, 야한, 잔인, 피칠, 간결




포제서 (Possessor) 러닝타임 103분
감독 : 브랜든 크로넨버그 (Brandon Cronenberg)
안드레아 라이즈보로 (Andrea Riseborough)
크리스토퍼 애봇 (Christopher Abbott) 숀 빈 (Sean Bean)
타인의 몸을 훔쳐 암살의 도구로 사용하는 조직 ‘포제서’.
고위층 암살에 이용되며 증거인멸, 탈출구도 필요 없다.
이들은 타겟의 가족이나 지인들을 납치 후
요원의 의식을 심고 암살에 침투시킨다.
도용된 몸의 제한 시간은 3일.
시간을 넘기면 인격에 동화되어 빠져나올 수 없게 되는데..",포제서 (Possessor),2021
"시종일관 친절한 시선에 
굳이 보여주지 않아도 될 
자극적인 영상을 칠갑한 느낌이다

살리지도 죽이지도 못한
색다른 소재가 감당이 안 돼서
입에 물고 웅얼거리는 것 같다

속옷까지 뒤적이길래
끝까지 못 쏠 것 같았다
자아든 타아든 꽂기 바쁘다

상상에 미치지 못하는
빈곤한 장치뿐이라
뒤섞기 바쁠 수밖에

연출이 아쉬울 따름이지만
정신이라고 믿어왔던 신경계에
덮어쓰기나 분할은 가능한 일일까

영상이 가진 한계 때문에
단선적일 수밖에 없지만
신내림의 변주로 봐도 되려나


덧. 확실한 것은 하나뿐이다
오류의 신호
괜찮다는 것만큼 위험한 착각이 없다


#포제서 #영화후기 #비추 #불호 #노노노
#친절한 #착란 #신내림 #덮어쓰기 #복붙 
#Possessor #입에 #물고 #웅얼웅얼 #signal
#연출 #실패 #장치 #빈곤 #justmix
#신내림 #정보 #오류 #무시 #불가
#시종일관 #친절한 #시선 #오히려 #불편",포제서 (Possessor),2021
" 


타인의 몸을 훔쳐 암살의 도구로 사용하는 조직 ‘포제서’.
고위층 암살에 이용되며 증거인멸, 탈출구도 필요 없다.
이들은 타겟의 가족이나 지인들을 납치 후
요원의 의식을 심고 암살에 침투시킨다.
도용된 몸의 제한 시간은 3일.
시간을 넘기면 인격에 동화되어 빠져나올 수 없게 되는데..
제한된 시간, 새로운 작전
당신의 몸을 도용하는 암살자들이 온다!
[포제서_ 기본정보]

포제서, 2020
개요: SF/스릴러 | 캐나다,영국 | 103분 | 2021 .02.24 개봉
감독: 브래든 크로버넨버그
출연: 제니퍼 제이슨 리, 숀 빈
청소년관람불가
[포제서_ 줄거리]
타인의 몸을 훔쳐 암살의 도구로 사용하는 조직 ‘포제서’.
고위층 암살에 이용되며 증거인멸, 탈출구도 필요 없다.
이들은 타겟의 가족이나 지인들을 납치 후
요원의 의식을 심고 암살에 침투시킨다.
도용된 몸의 제한 시간은 3일.
시간을 넘기면 인격에 동화되어 빠져나올 수 없게 되는데..
제한된 시간, 새로운 작전
당신의 몸을 도용하는 암살자들이 온다!
[포제서_스틸컷] 
    [포제서_ 메인 예고편] 
 포제서 동영상
타인의 몸을 훔쳐 암살의 도구로 사용하는 조직 ‘포제서’.고위층 암살에 이용되며 증거인멸, 탈출구도...
movie.naver.com

[포제서_시사회 일정]
이벤트 기간 : ~ 3/1
당첨자 발표 : 3/2
시사회 일정 : 3월 4일 20시(오후 8시)
시사회 장소 : CGV용산아이파크몰

----------------------------------------------

@@@@ 신청하기->https://cafe.naver.com/real21/1487911
https://cafe.naver.com/real21/1487911
[초대] 시사회_포제서_3/4_CGV용산아이파크몰
문화충전 200 과 함께하는 시사회 타인의 몸을 훔쳐 암살의 도구로 사용하는 조직 ‘포제서’. 고위층 암살에 이용되며 증거인멸, 탈출구도 필요 ...
cafe.naver.com",포제서 (Possessor),2021
"포제서
감독
브랜든 크로넨버그
출연
제니퍼 제이슨 리, 숀 빈
개봉
2021.03.11. 캐나다, 영국
리뷰보기


뇌를 자극해 감정을 변화시키듯
일부러 감정을 변화해 현재 나의 상태를 알수있는
뇌를 지배해 정신까지 지배하는 기술

겉이 아닌 정신을 지배한다는 것만큼 힘든 일이 있을까
무의식, 의식, 잠재된 의식 , 층층이 쌓여있는 그 의식속 어딘가가
사람을 지배할수있을지에 대한 의문을 영화에서 열어본듯하다

나와 타인이 다르듯 바라보는 시선도 다른 세계
남의 눈이기에 그 사람의 세계또한 나와는 다르다

그사람의 정신에 들어가듯
정신속 무의식을 파괴하고 무의식을 덮어쓰는것 또한 같다

세균또한 내몸안의 세포가 아니듯
정신또한 이질적인 존재로 인간의 무의식에 대한 새로운 모습을 보여준 영화 포제서였다",포제서 (Possessor),2021
"영화 [포제서] 개봉 확정 예고편 : 타인의 몸을 훔치는 암살자들 :2021.03.11: SF 공포 스릴러




타인의 몸을 훔쳐 암살의 도구로 사용하는 조직 ‘포제서’.
고위층 암살에 이용되며 증거인멸, 탈출구도 필요 없다.
 이들은 타겟의 가족이나 지인들을 납치 후
요원의 의식을 심고 암살에 침투시킨다.
 도용된 몸의 제한 시간은 3일.
시간을 넘기면 인격에 동화되어 빠져나올 수 없게 되는데..
 제한된 시간, 새로운 작전
당신의 몸을 도용하는 암살자들이 온다!

2021.03.11 (한국) / 2020.10.09 (미국, 캐나다) /  Possessor

감독: 브랜든 크로넨버그 
출연: 안드레아 라이즈 버러, 크리스토퍼 애보트, 로시 프 서덜랜드, 터 펜스 미들턴, 숀 빈,
제니퍼 제이슨 리

* 영화 조종자 Possessor 정보 
https://movie.naver.com/movie/bi/mi/basic.nhn?code=191843
https://en.wikipedia.org/wiki/Possessor_(film)


* 영상이 유익하셨다면 '구독'과 '좋아요'를 눌러주세요~ 구독은 큰 힘이 됩니다. ^^




  

  

  

  

  
 ",포제서 (Possessor),2021
"영화 포제서 후기
(숀 빈이 주연이라고?)






개봉일 : 2021. 03. 11
관람일 : 2021. 03. 15
감독 : 브랜든 크로넨버그





개인적으로 영화를 보기 전에
아무런 사전 정보 없이 영화를 본다.
(강제로 영화 정보에 노출되지 않는 한)



사전 정보 없이 영화를 보는 이유는
어떤 배우가 출연하는지,
어떤 장르인지, 어떤 스토리인지
미리 예상하고 싶지 않아서인데
이게 좋을 때도 있고,
안 좋을 때도 있다.



이번에 본 영화 포제서가
대표적인 안 좋은 사례였음....ㅠㅠ



일단 영화 포제서를 2021년
최악의 영화 후보로 올리고
포제서 후기를 써보려고 한다.



영화의 시작은 다소 쇼킹했다.
느닷없이 목표 타겟을 칼로 난도질해서
죽이는 장면이 나오는데,
살인을 한 사람은 자기 의지로
살인을 한 게 아니었음.



다른 사람의 몸을 훔쳐서
암살 도구로 사용 조직인 포제서가
목표 타겟을 암살한 것이다.



겉보기엔 평범한 엄마처럼 보이지만
알고 보면 이 X이 암살자임....ㅎㄷㄷㄷ
(이런 엄마를 둔 아들의 운명은 어떨까?)



영화 속 설정이 완전 새롭진 않았지만
이런 설정이 나쁘진 않았다.
그. 런. 데....



영화 포제서를 계속 보다보니
화면 편집은 어지러워서
멀미가 날 지경이었고,
출연 배우들도 신인이 아니었음에도 불구하고
영 매력적이지 않았다.



그나마 영화 중반부 쯤 숀 빈이 등장해서
이제 뭔가 제대로 된 스토리 전개가
이어지겠구나 싶었는데,
내 예상을 완전히 빗나갔네?-.-;



숀 빈도 자기 역할을 제대로 못해주고,
스토리도 점점 산으로 가는 것 같은
느낌적인 느낌을 지울 수 없었음....ㅠㅠ


 
대체 숀 빈이 왜 주연이라는거얏!
버럭!



등장하고 나서 정말 아무 것도 못하고....
아무 것도 못하고....ㅠㅠ



배우들도 만족스럽지 못했는데
스토리 전개와 장면 하나하나는
왜 또 이렇게 극단적인건지....ㅠㅠ



'설마.... 에이~ 아니겠지~'
하고 생각했는데,
설마 했던 게 그대로 이뤄짐....



물론 의도적으로 이렇게 극단적인
스토리 전개와 장면들은 의도된 연출일 것이다.



하지만 기분이 안 나쁠 정도로 연출해야지
이건 영화를 보고 나서 기분이 나쁘니....-.-;



코로나 때문에 좋은 작품들이
개봉을 못하고 있는 건 이해하지만
영화 포제서는 좀 심했던 것 같다.



혹시라도 특이한 소재에 끌려서
영화 포제서를 보려고 한다면
그냥 다른 영화를 보는 게
나을 거라고 얘기하고 싶다.










영화 포제서 줄거리


동영상이 첨부되었습니다. 원본보기

타인의 몸을 훔쳐
암살의 도구로 사용하는 조직 포제서.
고위층 암살에 이용되며
증거인멸, 탈출구도 필요 없다.

이들은 타겟의 가족이나 지인들을 납치한 후
요원의 의식을 심고 암살에 침투시킨다.

도용된 몸의 제한 시간은 3일.
시간을 넘기면 인격에 동화되어
빠져나올 수 없게 되는데....

제한된 시간, 새로운 작전
당신의 몸을 도용하는 암살자들이 온다!",포제서 (Possessor),2021
" 
동영상
포제서 (Possessor, 2020) 메인 예고편 - 한글 자막
Possessor / 포제서연출: 브랜든 크로넨버그각본: 브랜든 크로넨버그출연: 제니퍼 제이슨 리, 숀 빈, 튜펜스 미들턴, 로시프 서덜랜드, 카니에티...
youtu.be
인천 데이트 구월동dvd방

줄거리
타인의 몸을 훔쳐 암살의 도구로 사용하는 조직 ‘포제서’.
 고위층 암살에 이용되며 증거인멸, 탈출구도 필요 없다.
 
 이들은 타겟의 가족이나 지인들을 납치 후
 요원의 의식을 심고 암살에 침투시킨다.
 
 도용된 몸의 제한 시간은 3일.
 시간을 넘기면 인격에 동화되어 빠져나올 수 없게 되는데..
 
 제한된 시간, 새로운 작전
 
 당신의 몸을 도용하는 암살자들이 온다!

ABOUT MOVIE 1
 
 로튼 토마토 신선도 지수 93%
 세계 3대 판타스틱 영화제가 주목한 미친 상상력!
 
 <포제서>가 전세계 언론과 평단의 호평 속 로튼 토마토 신선도 지수 93%를 기록하고 있어 극찬의 이유에 대해 많은 관심이 몰리고 있다. 호평의 이유로는 먼저 “크리스토퍼 놀란 <인셉션>의 또다른 접근” ? Slant Magazine라는 평이 눈길을 끈다. 남다른 상상력으로 전세계의 사랑을 받은 <인셉션>과 견주는 찬사를 받고 있는 것. 아울러 “완벽한 상상의 세계를 구현하다!” - Los Angeles Times, “미친 상상력과 몰입감!” - Chicago Tribune 등 어디서도 찾아볼 수 없었던 <포제서>만의 독특한 상상력과 흥미로운 설정들에 대한 평이 눈에 띈다. 완전히 참신하면서도 획기적인 세계관을 구축했다는 점이 호평 받고 있는 것. 때문에 “충격적이며 우아하다!” ? Screen International, “당신의 머리를 헤집어 놓을 것!” ? Time Out, “깨고 싶지 않은 아름다운 악몽” ? Little White Lies, “영화가 끝나도 충격이 가시지 않을 것” ? Boston Globe처럼 <포제서>의 세계관에 매혹되어 놀라움과 감탄을 감추지 못하는 평은 영화에 대한 기대감을 더한다. 아울러 <포제서>의 연출을 맡은 크로넨버그 감독에 대한 평도 엿볼 수 있다. “이 시대 주목해야 할 감독!” ? IndieWire, “크로넨버그의 미친 오케스트라!” ? The Daily Beast 등 감독은 탁월한 상상력으로 거장 반열에 오른 데이비드 크로넨버그의 아들로 먼저 주목을 받았지만, 영화를 먼저 만난 평단의 호평을 통해 작품 세계를 인정받는 중이다. 영화는 이 외에도 세계 3대 판타스틱 영화제라 불리는 시체스 국제영화제에서도 작품상과 감독상을 모두 거머쥐는 쾌거를 올리면서 예비 관객들의 기대감을 높인다.
 
 
 ABOUT MOVIE 2
 
 <존 윅> 제작진의 뉴 유니버스!
 독특한 설정의 영화들 <인셉션><테넷> 계보 잇는다!
 
 <포제서>는 암살자들의 세상에만 존재하는 룰과 화폐, 호텔 등 전에 없던 암살자들의 세계를 구축해내며 전세계적으로 찬사를 받은 <존 윅> 제작진의 뉴 유니버스 영화다. 또한 이들이 구현해낸 독특한 세계관은 <인셉션>, <테넷> 등과도 연계성을 가지며 주목받는 중. 먼저 크리스토퍼 놀란 감독의 <인셉션>은 타인의 꿈에 침투해 기업의 기밀을 빼내고, 더 나아가 생각까지 바꿔 놓는 요원들이 활약한다는 독특한 세계관을 선보였다. 꿈으로 침투하는 장치 ‘드림 머신’, 꿈과 현실을 구분하게 하는 물건인 ‘토템’, 잠든 사람을 강제로 깨우는 방법인 ‘킥’ 등의 참신한 설정들이 요원들의 활약과 어우러지며 많은 호평을 받아 국내 박스오피스 1위를 차지했다. <테넷>은 시간의 흐름을 활용하여 미래의 위협에 맞서는 비밀요원들이 활약하는 세계관을 그려내며 참신하다는 평을 받았다. 시간의 흐름을 뒤집는 ‘인버전’, 세계의 시간을 역행시킬 수 있는 ‘알고리즘’을 비롯한 설정들이 더해지면서 흥미로우면서도 탄탄한 세계관으로 흥행을 이어 나갔다. 이러한 참신한 상상력은 크리스토퍼 놀란 감독 특유의 디테일한 연출과 맞물려 <테넷> 역시 흥행 돌풍을 일으키며 국내 박스오피스 1위를 기록했다.
 
 한편 <포제서>가 참신한 세계관을 선보인 영화들의 흥행 계보를 이어갈 전망이다. <포제서>는 알리바이는 물론 증거인멸과 탈출구도 필요 없는 신개념 암살자들이 활약하는 독특한 세계관을 그려낼 예정이다. 또한 ‘호스트’, ‘임플란트’, ‘기억 검증’ 등 독특한 세계관에 걸맞은 다채로운 설정들이 곁들여지며 지금껏 보지 못했던 새로운 세계관의 탄생을 예고한다. 특히 <포제서>의 로튼 토마토 신선도 지수 93%는 87%의 <인셉션>과 70%의 <테넷>을 앞서고 있어 주목받는 중. 때문에 <인셉션>과 <테넷>을 뛰어넘는 호평이 고스란히 흥행으로 이어질 수 있을지 귀추가 주목된다.
 
 
 ABOUT MOVIE 3
 
 <기생충> 진가 알아본 네온 작품!
 믿고 보는 네온이 2021년 국내 선보이는 첫 영화!
 
 <포제서>는 <기생충>을 알아본 북미 배급사 네온의 작품이라는 점에서 주목받고 있다. 네온은 <기생충> 외에도 참신하고 완성도 높은 영화들을 선보였는데 아카데미 여우조연상을 수상한 <아이, 토냐>, 골든 글로브에 노미니 된 <타오르는 여인의 초상>, 칸 영화제 주목할 만한 시선 대상을 수상한 <경계선> 등 하나같이 이전까지는 만나볼 수 없었던 색다른 아이디어와 탁월한 연출을 겸비하고 있다. 특히 네온은 지난 2019년 봉준호 감독의 작품 <기생충>의 진가를 일찌감치 알아봐 화제가 되기도 했다. 네온의 톰 퀸 대표는 봉준호 감독과 공동 인터뷰를 수 차례 진행하는 한편, 자신의 SNS에 봉준호 감독과의 사진을 업로드 하면서 애정을 드러내기도 했으며, 함께 버라이어티 표지를 장식하기도 했다. 또한 <기생충>의 칸 영화제 상영 당시 기립 박수를 보냈으며, 아카데미상 수상 당시에도 크게 환호하는 장면이 포착되며 화제를 모았다.
 
 이렇듯 작품을 보는 탁월한 눈을 겸비한 네온이 2021년 대한민국에 처음으로 선보이는 작품 <포제서>에 예비 관객들의 관심이 집중되고 있다. 영화는 네온이 선택한 작품 답게 이전에는 찾아볼 수 없었던 독특한 설정과 세계관으로 전세계의 공통된 찬사를 받는 중이다. 특히 선보이는 작품들 대부분이 각종 주요 시상식의 선택을 받아왔기 때문에 <포제서>에 대해 많은 관심과 기대가 몰리는 상황. 때문에 <포제서>의 연출을 맡은 브랜든 크로넨버그가 봉준호 감독의 뒤를 이어 네온이 사랑하는 감독으로 자리매김할 수 있을지 귀추가 주목된다.
 
 
 ABOUT MOVIE 4
 
 할리우드를 주름잡는 크로넨버그 DNA!
 거장의 대를 잇는 감독 탄생에 전세계가 주목!
 
 <포제서>의 감독 브랜든 크로넨버그는 할리우드 거장인 아버지 데이비드 크로넨버그 감독의 뒤를 이을 차세대 명감독으로 주목받고 있다. 데이비드 크로넨버그 감독은 <크래쉬>로 칸 영화제 심사위원 특별상을, <엑시스텐즈>로 베를린 국제영화제 은곰상을, 베니스 국제영화제에서는 그간의 영화적 업적을 인정받아 평생공로상을 수상하면서 세계 3대 국제영화제에서 모두 수상을 거머쥔 거장이다. 특히 <플라이> 등 SF 스릴러 장르에서 독보적인 감독으로 꼽히는데, 독특한 상상력과 그에 걸맞은 강렬한 비주얼을 선보여 대체 불가능한 독자적인 영역을 구축했다는 평을 받고 있다. 실제로 그는 북미 매체 스트레인지 호라이즌이 뽑은 SF 장르 명감독 순위에서 스티븐 스필버그, 제임스 카메론, 리들리 스콧 등 쟁쟁한 감독들을 제치고 이름을 올린 바 있다. 또한 더 가디언은 그를 세계 40대 감독 중 9위로 선정하기도 했다.
 
 한편 데이비드 크로넨버그의 아들 브랜든 크로넨버그 역시 선보이는 작품들마다 영화계의 이목을 집중시키며 아버지의 DNA를 물려 받았음을 증명하고 있다. 그의 첫 장편 영화 <항생제>는 칸 영화제 ‘주목할 만한 시선’ 경쟁작에 선정됐으며, 이후 토론토국제영화제에서 신인감독상을 수상하며 인정받았다. 특히 아버지의 트레이드 마크와도 같은 독특한 상상력과 탁월한 완성도를 그의 영화에서도 보여주며 뒤를 잇고 있다는 평을 받는 중. 때문에 그의 역량을 확인할 수 있는 영화 <포제서>가 개봉을 앞두고 많은 관심을 받고 있다. 전세계 언론과 평단은 타인의 몸을 도용하는 암살자들이라는 어디서도 찾아볼 수 없었던 독특한 세계관과 획기적이면서 다채로운 설정에 극찬을 쏟아내면서 그를 할리우드를 이끌어갈 차세대 감독 중 한 명으로 꼽는 중. 실제로 브랜든 크로넨버그 감독은 한 인터뷰에서 “어렸을 적 아버지와 함께 영화 세트장에서 보냈던 시간이 지금의 나를 만들었다”라고 밝히기도 해 아버지 데이비드 크로넨버그 감독의 뒤를 이을 수 있었던 비결을 밝히기도 했다.

 ",포제서 (Possessor),2021
"포제서 
Possessor, 2020

장르 : SF, 스릴러
  줄거리
타인의 몸에 링크에 암살을 벌이는 조직에 엘리트요원인 타샤. 그렇게 임무를 수행후 현실에 돌아올때마다 왠지모를 위화감에 빠진다. 그리고, 다시 위화감에서 벗어나기 위해 임무에 투입되는데...
  평점 ★★★☆☆
최면이나 빙의와는 다른 상대의 신체에 강제적으로 링크를 해서 암살을 한다는 설정은 특별하게 느끼진다. 주인공 지속적인 임무로 인한 혼란을 충분히 느낄 수 있는 작품이다. 하지만, 재미요소로만 따진다면 아쉬움도 있다.
  결말
  https://movie.naver.com/movie/bi/mi/basic.nhn?code=191843
포제서
타인의 몸을 훔쳐 암살의 도구로 사용하는 조직 ‘포제서’.고위층 암살에 이용되며 증거인멸, 탈출구도...
movie.naver.com",포제서 (Possessor),2021
"브랜든 크로넨버그 감독
Possessor, 2020








피칠갑의 무용함









사람을 죽이는 방법은 여러가지가 있다
사주하거나 직접하거나
이 기본적인 틀에서 벗어나지 못하는데
그로테스크하게 죽이면 뭔가 더 나은가?
모를 일이다

잔혹성을 함축적으로 담아내야할 당위성과 적절성이 만나면 시너지가 생기긴 하지
무턱대고 괴기스럽게 죽이고 피가 튄다고 해서 더 자연스럽게 보이지 않는다

타인을 몸으로 들어가 조종을 할 수 있는 점에서부터 별로인 설정이었는데
끝까지 별로다",포제서 (Possessor),2021
"영화 [폭력의 그림자] 메인 예고편(한글) : 코스모 자비스, 배리 케오간: 2021.06 : 범죄 액션



황홀한 아일랜드 배경에 스며드는 액션
전직 복서이면서 자폐증을 앓는 아들에게 좋은 아빠가 되고자 한다.
그러나 청부 살인 일을 맡게 되면서 그의 삶은 위태롭게 흔들리기 시작하는데…
2021.06 / Calm With Horses, 2019

감독: 닉 로우랜드
출연: 코스모 자비스, 니암 알가르, 배리 케오간

* 영화 폭력의 그림자 정보
https://movie.naver.com/movie/bi/mi/detail.nhn?code=188441


* 영상이 유익하셨다면 '구독'과 '좋아요'를 눌러주세요~ 구독은 큰 힘이 됩니다. ^^",폭력의 그림자 (Calm With Horses),2021
"영화 [폭력의 그림자] 메인 예고편(한글) : 코스모 자비스, 배리 케오간: 2021.06 : 범죄 액션




황홀한 아일랜드 배경에 스며드는 액션
전직 복서이면서 자폐증을 앓는 아들에게 좋은 아빠가 되고자 한다.
그러나 청부 살인 일을 맡게 되면서 그의 삶은 위태롭게 흔들리기 시작하는데…
2021.06 / Calm With Horses, 2019

감독: 닉 로우랜드
출연: 코스모 자비스, 니암 알가르, 배리 케오간

* 영화 폭력의 그림자 정보
https://movie.naver.com/movie/bi/mi/detail.nhn?code=188441


* 영상이 유익하셨다면 '구독'과 '좋아요'를 눌러주세요~ 구독은 큰 힘이 됩니다. ^^










 ",폭력의 그림자 (Calm With Horses),2021
"영화 [폴리스] 메인 예고편 : 오마 사이, 페이만 마아디,버지니아 에피라 : 2021.02.10 : 범죄




야간근무를 맡은 세 명의 경찰에게 임무가 맡겨진다.
오늘 밤, 한 죄수를 샤를 드골 공항까지 호송할 것!
 호송 중, 단순 불법체류자인줄만 알았던 죄수는 망명을 신청한 정치범으로
감옥에서 고문까지 받았던 것을 알게 된다.
게다가 그가 고국으로 돌아가는 즉시 사형당할 수 있다는 사실에
세 경찰은 그를 예정대로 공항까지 호송해야 할지, 의견이 엇갈리며 충돌하는데…
2021.02.10 / Police, Night Shift, 2020

감독: 안느 퐁텐
출연: 오마 사이, 페이만 마아디, 버지니아 에피라..

* 영화 폴리스 정보
https://movie.naver.com/movie/bi/mi/basic.nhn?code=192113


* 영상이 유익하셨다면 '구독'과 '좋아요'를 눌러주세요~ 구독은 큰 힘이 됩니다. ^^




  
  

 ",폴리스 (Night Shift),2021
