,titles,reviews,years
0,0.0MHz,"소희(주인공) : 얘들아 내가 귀신 탐지기 사옴

상엽(주인공2) : 그래? 귀신 찾으러 가자

친구1 : 귀신이 어디서 나올까?

친구2 : 구글에 치니까 나오는데?

소희 : 어디?

친구2 : 지금은 폐쇠된 정신병원이나 전소된 요양원

소희 : 귀신이 나오기 딱 좋은 곳이군! 출동이다!

(그렇게 네 명은 폐가 체험을 간다)

(들어가자 마자)

친구1 : 나 화장실 좀 혼자 갔다올께

상엽 : 귀신이 나온다는 곳에서 혼자 화장실을 갔다 오겠다니. 엑스트라가 하기 딱 좋은 말인걸? 빨리 갔다와

소희 : 맞어, 절대로 혼자서 길을 잃어서 위험을 부르는 일은 없을꺼야.

(10초후) 

친구1 : (전화로) 어떤 귀신이 나를 쫓아오고 있고 긿을 잃었어!(뚝)

소희 : 기지배야 경찰한테 전화를 해야지!

상엽 : 지금 경찰한테 전화해

소희 : 공포영화잖아 바보야. 배터리가 5퍼센트 남은 핸드폰을 가져오는 건 기본이라고

친구2 : 그럼 우리 서로 흩어져서 친구1을 찾는게 어때?

소희 : 귀신나오는 곳에서 귀신에게 쫓긴 친구를 찾기위해 위험을 부릅쓰고 각자 개인 활동을 통해 친구1을 찾자고? 정말 좋은 생각인데?

상엽 : 맞어, 정말 효율적인 방법인데? 자 각자 흩어지자!!

(10초후)

소희 : (문에 붙은 종이를 읽으며) 열지 마시오?

(문을 열고)

소희 : 공포영화에서는 열지 말라는 문을 열어야 진행이 되지!!!!

(친구1이 의자에 앉아있다)

소희 : 열지마라는 문을 여니 친구1이 의자에 조용히 앉아있는걸 보니 절대로 귀신한테 홀리거나 빙의된 것은 아닌 것 같다. 가까이 다가가서 상태를 확인해봐야 겠어.

상엽 : 소희야, 친구1 찾았어?

소희 : 여기있는데?

상엽 : 엑스트라치곤 명줄이 긴데? 

친구1 : (빙의된채) 으히히히..... 너희들은 여기를 나갈 수 없다... 

친구2 : 얘들아 뒷문 찾음

소희 : 나가자

상엽 : 그래

그렇게 그들은 무사히 폐가를 탈출했다고 한다.",2019
1,0.0MHz,"과장스러운 한국식 공포, 사연팔이는 뭐그렇다치고...

사실 0.0 MHz 원작의 공포만화로서의 재미는 괴기스러운 귀신의 모습이었다고 생각하는데..

솔직히 스토리고 뭐고 귀신을 진짜 섬뜩하게 잘그려놔서 그것만으로 공포만화로서 가치가 있었다.

하지만.

한국 CG로 원작재현이 가능할리 없다는건 다들 알제?

이 한마디로 모든걸 설명할 수 있다.

그리고 한국영화감독들은 왜 특유의 고집으로 원작을 다 부셔버리는지 모르겠다.

원작 스토리 거의 안남기고 성공한 영화는 거의 못본거 같은데 흠..

이만~",2019
2,0.0MHz,"   웹툰을 워낙 재밌게 봐서 영화화 된다길래 기대가 컸습니다.
 주연이 정은지라길래 더욱 기대가 커지더군요. 드라마에서 보여줬던 인기도 좋아고 사람 자체도 워낙 매력있어 팬이라고 까진 할수없지만 굉장히 좋아하는 가수이자 연기자였으니까요..

 그리고 오늘 개봉날 네이버 평을보니.. 연출은 미흡하지만 정은지 연기는 좋다~ 라는 평점이 엄청나게 달려있고 평점은 너도나도 10점 ㅋㅋㅋㅋ



 예매하고 영화를 보면서 이런생각이 들더군요

  (시작하고 5분)
 -정은지 연기 잘한다더니 그닥인데??

 (나머지 주연들의 연기를 보고나서)

 -정은지 연기신인가??


 왜 이렇냐면 이 영화는 배우들의 역량을 발휘할수 없을만큼 연출이 개똥이었습니다. 

 일단 대사 자체가 도저히 몰입할수없는 대사에 목소리톤 전체적으로 이상하고 
 뭣보다 인물 설정이 너무 조잡스러워서 이건 하정우, 김윤석이 와도 못살릴 캐릭터들입니다. 

 근데 이걸 연기 초자냄새나는 배우들이 하니... 
 남자배우 두명은 솔직히 돈크라이 마미 동호가 두명있는 느낌이었고

 최윤영씨와 정은지씨는 연기는 꽤 잘했는데..

 최윤영 캐릭터는 20년전 공포영화에서나 등장할법한 전형적인 잘노는 섹시캐릭터라 식상하기 그지없고 
 정은지 캐릭터는 시종일관 음침하게 분위기 잡으며 부들부들 귀신과 대치하는 연기 뿐이라 더더욱 볼게 없더군요.


  (이 와중에도 그나마 정은지 연기덕에 조금은 몰입할수있었으니 정은지는 확실히 연기를 잘하는것 같습니다... 다음 작품은 부디 잘 고르셔서 대작에 이름 올리시길 바랍니다.)



 이 영화가 똥이된 이유는 배우들 연기를 살릴수 없을정도로 연출도 심각하지만

 원작을 그냥 제목만 따온 수준으로 반영시킨 탓도 큽니다.  애초에 원작의 인물캐릭터에 충실했다면 이정도로 개똥같은 영화와 연기가 나오진 않았을겁니다.


일단 인물설정 전체를 뒤바꾼게 

 원작은 귀신을보거나 가위를 눌리는등 귀신에게 시달리는 사람들이 이를 극복하고자 인터넷상에서 만나는 설정이죠.

 근데 영화에선 그냥 대학교 귀신 동아리... 2018년에 어떤 골빈 대학생들이 귀신동아리 따위를 듭니까... 아무리 B급이라도 용서되는 공포영화라자만 이건 너무 식상하고 허술한 설정이고 굳이 원작의 설득력있는 설정을 바꾼 이유를 모르겠더군요.

 특히 남자 두명은... 
태수의 경우 웹툰에선 가장 연장자이기도 하고 상당히 용감하고 리더쉽도 있고 힘든 와중에서 이성적 판단을 하는 멋진 형으로 나오는데... 이영화에선 그냥 여친이 귀신씌여서 고생하는 1인일 뿐.. 캐릭터 자체가 사라짐

 한석은 거의 영화에서 사이코패스 변태 파렴치한으로 나오던데.. 솔직히 이정도 캐릭터를 만들거면 좀더 이 캐릭터를 써먹었어야지... 담당 배우가 이 캐릭터를 서화하기에도 벅찼고 연출도 벅찼음. 이정도 미친캐릭터는 그냥 얘하나를 빌런으로 영화를 만들었어야한다고 봅니다. 귀신에게 당하는 1인중 하나이기에는 너무 극단적 캐릭터죠. 

 그리고 무엇보다 원작웹툰의 핵심요소인 흰색 댕댕이는 어디다 팔아처먹으신건지...
 애초에 원작에서 윤정이 살수있는 이유는 귀신을 쫓고 저승사자가 귀신의 영혼을 데려가는걸 막아주는 흰색 댕댕이를 보살펴 줘서죠.  
 흰색 개는 이 웹툰의 핵심중 하납니다. 소희의 진로와 결말에도 가장 핵심적인 역할을 하는게 흰색개의 생사인데 이걸 그냥 지워버림... 
 그리고 제목인 0.0MHZ자체의 의미도 완전히 다르게 표현했더군요. ㅇ
 0.0MHZ는 영화에서처럼 그냥 귀신을 마딱드리기 좋은 뇌파영역이 아니라 
 사람이 죽었을때 사람의 뇌파가 전파처럼 영혼의 형태로 일시적으로 머무는데 그 주파수가 0.0MHZ고 그게 수맥이 강하거나 어떤 매체가 있는 곳이면 사라지지 않고 남아서 귀신이 된다는...
  물론 지어낸 이야기지만 보기에 꽤 설득력 있는 의미였죠. 이게 이 웹툰이 흥하게된 핵심입니다. 귀신을 안믿는 사람들도 보답보면 그럴싸하다고 느끼는 부분이었으니까요. 

 그래서 강령식은 할때 라디오를 준비해서 그 주파수를 잡겠다는거였는데.. 

 영화에선 그냥 램수면상태에서 귀신을 보기 가장 좋은 뇌파.. 그걸로 끝.. 라디오를 왜가져갔는지 설명조차 안하죠...

 도데체 감독은 원작 웹툰을 진지하게 다 보긴 한건지 의심스러울 정도로 원작의 장점은 다날려버리고 
 순간순간 무서운 등장장면만나오고 연기는 개발새발이고... 흉가에 다녀오고 나서는 몰입력 다떨어지고..  엉망진창이죠.


 이런 영화를 정은지씨 연기가 좋아다는 이유만으로 10점을 주는것 그릇된 팬심이 아닌가 싶습니다.
 정은지 연기는 정말 좋았지만... 영화는 개똥이고 정은지씨 팬들도 보고있기 힘든 영화일겁니다.

 심지어 무섭지도 않음.... 



오늘 개봉했으니 아직 실 관람객평이 얼마 없긴 하겠지만 저처럼 원작에대한 기대와 평점에 낚이시는 분들이 더이상 없으시길 바라며.. 그래도 보신다면 정말 기대치를 저 끝까지.. 0.5UBD 정도까지 낮춘다음 보시길 권장드립니다. 

 마지막으로 정은지씨는 꼭 다음 작품을 잘 고르셔서 천만영화 배우로 성장하시길 빕니다. 충분히 그런 역량이 있는 분인거 같네요. ",2019
3,0.0MHz,"* 해당 게시물은 공포 영화 커뮤니티 '호러타임즈' (http://horrortimes.co.kr)에서도 볼 수 있습니다.


2012년 다음 웹툰에 '0.0mhz'이라는 공포 웹툰이 연재되었고 나름 인기도 끌었습니다.
그 인기에 힘 입어 단행본 출간도 되었지만 단행본은 웹툰의 인기에 비하면 초라한 판매량을 기록해 2편에서 더이상 나오지 못하였습니다.
(위 이미지는 제가 소장하고 있는 단행본입니다.)

이 웹툰이 자그만치 6년이나 지난 뒤에야 영화화가 되어 2019년에 개봉 예정입니다.
사실 웹툰의 영화화는 2014년에 김기덕 감독의 제자이고 영화 '풍산개'를 감독한 '전재홍' 감독을 통해 시도되었으나
정작 그 이후 다른 감독 (유선동 감독)에 의해 4년이 더 지난 시점에야 제작 완료되었습니다.

* 전재홍 감독 제작 관련 기사 링크 입니다.
http://www.newsen.com/news_view.php?uid=201410061907089610
[단독]공포웹툰 ‘0.0MHz’ 영화화, 전재홍 감독 메가폰
공포 웹툰 ‘0.0MHz’가 영화로 제작된다. 포털사이트 다음(DAUM) ‘만화 속 세상’에서 인기리에 연재된 장작 작가의 웹툰 ‘0.0MHz’가 ...
www.newsen.com
재미있는 것은 올 초에 스승인 김기덕 감독에 이어 전재홍 감독도 16년 탈의장 남성 도촬 혐의로 벌금형 선고를 받았다는 겁니다.
그 스승에 그 제자군요....
이 부분이 영화화 차질에 일정 부분 영향을 주지 않았을까 싶습니다.

그나저나 이번에 영화의 감독을 맡은 '유선동' 감독의 최근 제작에 관여한 공포 영화를 보니...
'무수단' 과 '고사 두번째 이야기'입니다.
두 영화 모두 공포 영화임에도 무섭지 않다는 사실이 무섭게 다가오는 영화인데요, 전작으로 인해 이번 영화도 괜시리 걱정되지만
원작이 있는 영화이니 조금 다르지 않을까 살짝 희망도 가져봅니다.

하지만 최근, 원작이 수작인 영화 '여곡성'도 흥행과 비평 모두 곡소리 나게 처참했던 터라
섣불리 영화의 완성도나 흥행을 예측하기 어려울듯 합니다.
거기에 두 영화 모두 아이돌 그룹 에이핑크 출신의 연기돌이 주연을 맡은 점이 묘하게 평행 이론스러운 것이 두 영화의 운명마저 도플갱어가 되지 않을까란 억측마저 들게 합니다.
또 원작 웹툰이 연재될 때는 무료였었고 무료로 보는 것에 익숙했던 웹툰 팬들이 단행본 구매에는 인색했던 것으로 보여지는 가운데,
해당 영화를 얼마나 돈 내고 볼지도 미지수입니다.
웹툰이 비쥬얼보다는 스토리 면에서 으스스한 점이 컸기 때문에 영화화 과정 중에서도 스토리를 잘 못 건드리면 원작의 공포를 제대로 살리지 못할 것이며 혹 원작을 그대로 따라간다면 너무 익숙한 영화가 될 것이기 때문에 이래저래 흥행이 쉽지 않은 구석이 많아 보입니다.
무엇보다 물 들어올 때 노 젓는다고 웹툰 연재 시점에서 너무 지난 뒤에 영화화 되었기때문에 시기적으로도 타이밍이 좋지 않아 보입니다.

계속 되는 한국 공포 영화의 암흑기에 '곤지암'이 그나마 작년에는 선방했지만 외산 공포 영화의 업그레이드 공습에도 불구하고
몇년째 해법을 내놓지 못하는 한국 공포 영화가 그로기 상태에서 얼른 벗어나 연전연승하길 바랍니다.",2019
4,0.0MHz,"공포영화라고 하기엔 약간 아쉽고 스토리를 중심으로 진행되는 정확히 말하면 공포가 가미된 코미디 스릴러 영화라고 할 수 있겠다. 

생각보다 킬링타임 용으로는 꽤 괜찮다고 생각. 
(※다만, 곤지암과 같은 무서운 공포를 원한다면 절대 보지 마시길 바랍니다.) 
공포포인트보다 웃음포인트가 더 많은 이상한 영화.

배우들의 연기력은 기대이상으로 정말 괜찮았고 캐릭터들도 살아있었으나, 감독이 이상한 포인트에 꽂혔는지 중간중간 계속 코미디를 시도하려고 한다.

내가 배우였다면 찍고나서 감독에게 계란을 던졌을 것 같다.

공포영화에서 관객들이 모두 빵터지는 것을 본 적이 있는가? 그게 보고 싶다면 0.0MHz를 보길 바란다.",2019
5,0.0MHz,"기가 막히는구만....

돈이 썩어나는구나~~~

지금 때가 어느때인데 걸그룹 한명 원톱시켜서 대~~충 돈벌생각을 하냐

200자 쓰는것도 짜증난다..

-----------------------------------------------------------------------------
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------",2019
6,0.0MHz,"이미 웹툰자체가 완성도가 100%인데

은밀하게 위대하게 처럼...

그대로 똑같이 만들어졌으면 합니다.!!!

개봉하면 보러갑니다.

0.0!!!!!!!!!!!!!!!!!!!!Mhz...............삐이이이이이이익

200글자는 왜이리 안되냐200글자는 왜이리 안되냐200글자는 왜이리 안되냐200글자는 왜이리 안되냐200글자는 왜이리 안되냐200글자는 왜이리 안되냐200글자는 왜이리 안되냐200글자는 왜이리 안되냐200글자는 왜이리 안되냐200글자는 왜이리 안되냐200글자는 왜이리 안되냐200글자는 왜이리 안되냐200글자는 왜이리 안되냐200글자는 왜이리 안되냐200글자는 왜이리 안되냐200글자는 왜이리 안되냐200글자는 왜이리 안되냐200글자는 왜이리 안되냐200글자는 왜이리 안되냐200글자는 왜이리 안되냐200글자는 왜이리 안되냐200글자는 왜이리 안되냐200글자는 왜이리 안되냐200글자는 왜이리 안되냐200글자는 왜이리 안되냐200글자는 왜이리 안되냐200글자는 왜이리 안되냐200글자는 왜이리 안되냐200글자는 왜이리 안되냐",2019
7,0.0MHz,"원작과 앞부분은 비슷하지만 뒤로 갈 수록 이야기가 달라진다. 중간중간 갑자기 이해할 수 없는 플룻이 들어가 갸우뚱하기도 했다. 하지만, 젊은 배우들의 연기에는 따로 할말이 없을 정도. 정은지는 뭐 명불허전이고.....원작의 느낌을 제대로 살리지 못했지만 그나마 이 정도면 쏘쏘라고할까. 공포영화 장르가 워낙 별 재미(?)를 못보는 장르임에도 영화로 완성하고 시장에 내놓은 점과 배우들의 열연은 박수를 보낼만 하다. 다만, 워낙 탄탄한 원작탓에 무리수로 느껴진 전개등은 반성도 필요할 듯. 개인적으로는 그럼에도 불구하고 재미있게 봤다.",2019
8,0.0MHz,"0.0MHz
감독
유선동
출연
정은지, 이성열, 최윤영, 신주환, 정원창
개봉
2019.05.29. 대한민국
평점
리뷰보기




에디슨의 마지막 발명품, 유령 탐지기?
 “증명할 수 없는 미스터리란 없다”
 가지 말라는 곳에 가야 하는 이유가 있다
 
 세상에 일어나는 초자연 미스터리를 분석하는 동아리 0.0MHz 멤버들이 귀신을 부르는 주파수를 증명하기 위해 우하리의 한 흉가를 찾은 후 기이한 현상이 멈추지 않는데…


FACT CHECK
 
 백열전구, 축음기, 영사기, 알카라인 축전지, 콘크리트, 자기 선광기, X선 투시경.
 그리고 에디슨의 가장 마지막 발명품, 유령 탐지기
 
 에디슨은 죽기 직전까지 유령 탐지기를 발명하려고 했다. 그 당시 1920년대는 에디슨뿐만 아니라 아서 코난 도일 등 많은 유명인사들이 오컬트에 심취하던 때이기도 했다. 에디슨이 공식 발표를 하진 않았지만, 유령탐지기를 가지고 폐가를 돌아다니면서 숱한 실험을 한 끝에 유령의 존재를 입증할 수 있는 결과를 얻었다는 기록이 있다. 하지만 몇몇 과학자들은 그걸 사기라고 몰아 붙였고, 이에 화가 난 에디슨은 유령 탐지기의 설계도 및 자료 일체를 폐기했다. 항간엔 FBI가 압수해 갔다는 루머도 있다.
 에디슨은 자신을 비웃던 사람들에게 이렇게 말했다.
 “내가 죽는 순간 유령의 존재를 입증하겠다”
 그리고 실제로 에디슨이 임종하는 그 순간! 자리에 있던 모든 사람들의 시계가 일제히 멈춰 버렸다. 손목시계, 주머니 시계, 병원의 괘종시계까지 전부 다.
 마치, 에디슨이 직접 유령이 되어서 증명이라도 한 것처럼…
 
 
 FICTION CHECK
 
 강령술; 죽은 혼령을 불러내는 방법
 
 똑같은 인형 두 개, 대바늘, 죽을 때 사용된 도구, 굵은 소금, 바로 잡은 소의 간을 준비한다.
 먼저 소 간을 대야에 집어넣는다.
 귀신을 자극하는 미끼가 될 인형 하나의 목에 줄을 묶어서 시체가 있던 곳에 매단다.
 다음 혼령받이 인형의 배를 가른다.
 시전자의 손톱을 잘라 인형의 뱃속에 넣는다.
 인형의 가슴 정중앙에 대바늘을 꽂는다.
 소 간을 담근 물에 인형을 앉힌다.
 다른 영역대의 주파수를 가진 존재가 접근하면 라디오 노이즈가 변화를 일으킨다.
 그리고 소금을 뿌려서 귀신이 원에서 못 나오게 한 후
 귀신을 불러내기 위한 주문을 외운다.
 
 “여기서 죽은 사람 와서 앉으세요...
 여기서 죽은 사람 와서 앉으세요...
 여기서 죽은 사람 와서 앉으세요.”
 
 
 About Movie 1
 
 2019년 첫 한국 공포
 2018년 곤지암, 2019년 우하리가 찾아온다
 
 ‘0.0MHz’는 초자연 미스터리 동아리 멤버들이 귀신을 부르는 주파수를 증명하기 위해 우하리의 한 흉가를 찾은 후 벌어지는 기이한 현상을 다루는 공포영화로 2019년 첫 한국 공포영화로서 더욱 주목 받고 있다.
 동명의 인기 웹툰을 원작으로 한 이 작품은 2012년 공개되어 대한민국을 공포로 몰아넣었고 2018년 ‘곤지암’ 탄생의 시초이자 모티브가 된 동명 웹툰 ‘0.0MHz’를 원작으로 오리지널리티를 강조해 선보인다.
 실제 에디슨의 마지막 발명품이 유령 탐지기였을 정도로 과학의 신마저 밝히려 했던 귀신이 실제로 존재하는 것인지에 대해 의문을 제기하면서 흥미를 이끌어낸다. 인간 뇌파의 주파수가 0.0MHz가 되면 귀신을 만날 수 있는지에 대한 신선한 컨셉과 접신이라도 된 듯한 배우들의 열연 등 기존 한국 공포영화들과는 다른 방식의 공포를 예고해 기대를 높인다.
 
 특히 공개되는 모든 것이 온라인에서 폭발적인 반응을 이끌어내는 등 화제를 모으며 흥행 청신호를 밝히고 있다. 네티즌들은 “이거 꼭 봐야 돼, 아직도 [0.0MHz]보다 무섭고 소름 끼치는 만화는 없다”, “진짜가 나왔다! 웬만한 건 이 앞에서 무섭다고 얘기조차 못할 최강 공포 웹툰이 영화로 나왔다니”, “진짜 미쳤다, 무섭기로 소문난 원작 때문이라도 무조건 진짜로 반드시 보러 간다”며 원작의 영화화에 대한 반가움을 드러냈다. 또한 “예고편만 봐도 너무너무 무섭다”, “진짜 핵핵핵 무서운 공포영화가 등장했구나”, “배우들의 눈빛만 봐도 소름 돋는다”, “그 어떤 공포영화보다 더 무서워 보인다”면서 영화에 대한 기대감을 전했다.
 
 
 About Movie 2
 
 누적 조회수 1.2억뷰
 최강 공포 웹툰 원작 영화로 재탄생
 
 ‘0.0MHz’는 수 많은 공포 웹툰 중 단연 수작으로 꼽히는 동명 원작을 바탕으로 영화화 발표 당시부터 기대작으로 떠올랐다. 원작은 포털 사이트 다음에 연재되면서 1.2억뷰의 조회수를 기록했고, 영화로 만들어졌으면 하는 웹툰에 자주 언급되며 팬들의 많은 관심을 받았다.
 
 원작 웹툰은 사운드 효과, 갑툭튀 효과 등 공포적인 장치 없이 오로지 흥미로운 이야기만으로 네티즌들을 사로 잡은 작품으로 7년이 지난 현재까지도 역대급 공포 웹툰으로 불리고 있다.
 대한민국 웹툰 시장의 개척자이자 [아파트], [순정만화], [26], [이웃사람]등이 모두 영화로 제작될 만큼 스토리텔링의 대가인 강풀 작가 역시 [0.0MHz]에 대해 “한마디로 무섭다! 만화를 보면서 자꾸 뒤를 돌아보게 만든다”라며 극찬을 아끼지 않았다.
 
 강풀의 말처럼 영화는 원작의 흡인력 높은 스토리와 몰입도를 스크린에 재탄생 시켰다. 특히 연기력을 인정을 받은 정은지, 이성열 캐스팅으로 더욱 기대를 모으고 원작에서 공개되지 않았던 머리카락 귀신의 실체가 등장한다는 소식까지 전해지면서 올해 최초이자 최고의 공포영화 탄생을 예고하고 있다.
 연재 당시 신드롬을 일으킨 머리카락 귀신의 존재와 탄탄한 스토리의 장점을 살려 장르적인 특성을 최대치로 살린 정통 공포로 관객들을 사로잡을 예정이다.
 
 
 About Movie 3
 
 젊은 배우들이 만들어낸 젊은 공포
 에너지 넘치는 신들린 열연
 
 ‘0.0MHz’를 통해 처음 영화 분야로 진출하는 에이핑크 정은지, 인피니트 이성열과 최윤영, 신주환, 정원창 등 젊은 배우들의 열연으로 오랜만에 에너지 넘치는 젊은 공포 영화를 기대하게 만든다.
 드라마를 통해 탄탄한 연기력을 인정받은 배우 정은지, 이성열이 주연을 맡아 스크린 데뷔이자 첫 공포 장르에 도전했다. 첫 출연이라는 것이 무색할 정도로 두 배우는 연재 당시 신드롬을 일으킨 원작 속 캐릭터로 완벽히 분했다. 정은지가 어릴 적부터 귀신을 보는 능력을 가진 ‘소희’ 역을, 이성열이 소희를 흠모하는 공대생 ‘상엽’ 역을 맡았다.
 
 정은지는 드라마 ‘응답하라 1997’의 주연을 시작으로 ‘그 겨울, 바람이 분다’, ‘트로트의 연인’, ‘발칙하게 고고’, ‘언터처블’ 등으로 연기력을 인정 받았다. 이번 영화에서 귀신을 보는 특별한 능력을 가진 ‘소희’ 역할로 등장해 호러퀸으로서의 면모를 선보일 예정이다.
 이성열은 드라마 ‘잘했군 잘했어’, ‘다함께 차차차’, ‘당신이 잠든 사이’를 비롯한 작품들로 연기력을 쌓은 후 일일연속극 ‘미워도 사랑해’에서는 주연으로서 활약했다. ‘0.0MHz’에서는 끝까지 비밀을 간직한 ‘상엽’ 역할로 등장해 색다른 면모로 주목 받을 것으로 예상된다.
 
 드라마와 스크린에서 꾸준히 활동한 최윤영이 위험한 강령술의 시전자가 되는 ‘윤정’ 역을, 연극무대에서 주목 받고 있는 신예 정원창이 윤정의 연인이자 동아리의 이성적인 리더인 ‘태수’ 역을, 배우 신주환이 개인적인 욕심으로 인해 사건의 빌미를 제공하는 요주의 인물인 ‘한석’ 역으로 등장해 신들린 열연을 펼친다.
 
 
 Production Note 1
 
 해외 19개국 선판매 쾌거
 필리핀, 싱가포르, 대만, 말레이시아
 아시아 4개국 동시기 개봉 확정
 
 ‘0.0MHz’는 이미 개봉 전 전 세계 19개국에 선판매되는 쾌거를 거뒀다. 또한 아시아 4개국을 비롯, 다수 국가들이 한국 개봉일에 맞춰 동시기 개봉을 확정했다. 해외 바이어들에게 영화의 본편을 선보인 후 판매가 확정됐는데, 보통 짧은 프로모 영상을 보고 판매되는 세일즈와는 달리 영화의 완성도와 흥행성을 인정 받은 것이라 더욱 의미가 깊다.
 
 ‘0.0MHz’가 해외 선판매된 국가는 미국, 캐나다 등 북미 지역을 비롯해 영국, 아일랜드, 독일, 오스트리아, 호주, 뉴질랜드, 태국, 베트남, 대만, 캄보디아, 미얀마, 라오스, 필리핀, 싱가포르, 말레이시아, 홍콩, 인도네시아까지 총 19개국이다. 이중 필리핀, 싱가포르, 대만, 말레이시아는 한국 개봉일에 맞춰 동시기 개봉을 확정했으며, 이외에도 베트남, 홍콩, 인도네시아, 태국, 캄보디아, 미얀마, 라오스 등의 국가도 동시기 개봉을 준비 중이다.
 이에 전 세계에 한국 공포영화의 위엄을 확인시켜 줄 것이다.
 
 
 Production Note 2
 
 실제 폐가와 숲 속 로케이션, 머리카락 귀신 완벽 구현
 배우들의 빛나는 케미
 
 ‘0.0MHz’는 지난해 폭염이 이어진 한 여름, 전북 장수와 광주 등지에서 실제 폐가와 촬영장으로 오가는 로케이션을 통해 그야말로 열띤 촬영이 진행되었다.
 극중 윤정이 머리카락 귀신에 의해 아궁이 안으로 끌려가는 장면은 이를 연기한 최윤영의 몸에 맞게 특수 제작되어 더욱 실감나게 장면을 연출했고, 이성열이 연기한 상엽이 빠지는 구들장 등도 미술팀에 의해 사실적으로 제작되었다.
 
 영화에서 가장 기대를 모으는 부분은 바로 머리카락 귀신으로 할리우드 특수효과 팀의 기술이 투입되어 완벽하게 구현했다. 머리카락 한 올 한 올이 살아있는 생명체처럼 움직이는 머리카락 귀신의 움직임은 그간 어떤 영화에서도 보지 못했던 역대급 공포 비주얼로 영화가 공개된 후 또 다시 화제를 모을 것으로 기대를 모은다.
 
 실제 숲 속과 심야 촬영으로 현장은 공포 그 자체였다. 공포영화 성공 요인으로 꼽히는 촬영 괴담에도 이목이 집중됐는데, 정은지는 “꿈이나 가위 같은 미스터리한 현상을 겪기도 했다”며 “영화를 촬영하면서 많이 무서웠다”고 얘기했다. 이어 “또 한 가지 경험이 있었는데 저희가 따로 목소리를 녹음하는 때가 있었는데 녹음본에서 목소리가 두 개로 분열돼서 나온 경험이 있다”고 말해 눈길을 끌었다. 휴대폰 녹음에서 그러한 소리가 들리자 모두가 무서워했다고 전해 영화의 공포에 대한 기대를 한껏 끌어올리기도 했다.
 하지만 촬영장 분위기는 화기애애했다. 젊은 배우들이 모인 현장인 터라 이들 배우들은 특별한 케미를 보였고, 얼마 전 입대한 이성열의 환송회를 준비하는 등 훈훈함을 자아낸 바 있다.",2019
